dataset,group,scene,crop,method,zone,solver_status,predicted_radius_px,hand_reference_radius_px,absolute_drift_px,normalized_drift,within_one_ring,boundary_available,zone_geometry_available,retained_mask_fraction,parameter_json,evaluation_version
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,DenseZone,exact,72.0,130.176802849,58.176802849,0.329028737414,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,SparseZone,exact,150.77665544,176.813743706,26.0370882654,0.14725715162,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,CoreZone,exact,72.0,82.0731381147,10.0731381147,0.0569703344526,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,DenseZone,exact,176.0,130.176802849,45.823197151,0.259160833262,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,SparseZone,exact,203.931361002,176.813743706,27.1176172958,0.153368266105,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,CoreZone,exact,48.0,82.0731381147,34.0731381147,0.192706389224,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,DenseZone,exact,96.0,130.176802849,34.176802849,0.193292682643,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,SparseZone,exact,150.77665544,176.813743706,26.0370882654,0.14725715162,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,CoreZone,exact,88.0,82.0731381147,5.92686188527,0.0335203687284,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,DenseZone,exact,160.0,130.176802849,29.823197151,0.168670130081,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,SparseZone,exact,203.931361002,176.813743706,27.1176172958,0.153368266105,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,CoreZone,legacy,39.8683785976,64.9499614792,25.0815828816,0.132833281476,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,DenseZone,legacy,125.436459069,134.825813552,9.38935448329,0.0497264775052,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,SparseZone,legacy,201.216527898,188.820020125,12.396507773,0.0656525074239,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,CoreZone,exact,64.0,64.9499614792,0.949961479176,0.00503104214557,True,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,DenseZone,exact,96.0,134.825813552,38.8258135522,0.205623394842,False,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,SparseZone,exact,197.853481142,188.820020125,9.03346101699,0.0478416484174,False,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,CoreZone,exact,64.0,64.9499614792,0.949961479176,0.00503104214557,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,DenseZone,exact,208.0,134.825813552,73.1741864478,0.38753404644,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,SparseZone,exact,241.364869026,188.820020125,52.5448489011,0.27828007256,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,CoreZone,exact,72.0,64.9499614792,7.05003852082,0.0373373465174,True,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,DenseZone,exact,152.0,134.825813552,17.1741864478,0.090955325799,False,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,SparseZone,exact,197.853481142,188.820020125,9.03346101699,0.0478416484174,False,True,True,0.950014765233,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,CoreZone,exact,72.0,64.9499614792,7.05003852082,0.0373373465174,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,DenseZone,exact,200.0,134.825813552,65.1741864478,0.345165657777,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj3_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,SparseZone,exact,241.364869026,188.820020125,52.5448489011,0.27828007256,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,CoreZone,legacy,0.0,48.8497688345,48.8497688345,0.275040878829,False,True,False,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,DenseZone,legacy,87.1759730882,114.809407217,27.6334341291,0.155585669887,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,SparseZone,legacy,150.90689445,177.609121387,26.702226937,0.150342655424,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,CoreZone,exact,40.0,48.8497688345,8.84976883449,0.0498272203891,False,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,DenseZone,exact,72.0,114.809407217,42.8094072173,0.241031580377,False,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,SparseZone,exact,172.752132329,177.609121387,4.85698905813,0.0273465068696,True,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,CoreZone,exact,64.0,48.8497688345,15.1502311655,0.085300974675,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,DenseZone,exact,168.0,114.809407217,53.1905927827,0.29948119988,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,SparseZone,exact,204.416242016,177.609121387,26.8071206287,0.150933242726,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,CoreZone,exact,48.0,48.8497688345,0.849768834491,0.00478448870111,True,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,DenseZone,exact,96.0,114.809407217,18.8094072173,0.105903385312,False,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,SparseZone,exact,172.752132329,177.609121387,4.85698905813,0.0273465068696,True,True,True,0.949985289791,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,CoreZone,exact,48.0,48.8497688345,0.849768834491,0.00478448870111,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,DenseZone,exact,96.0,114.809407217,18.8094072173,0.105903385312,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj4_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,SparseZone,exact,204.416242016,177.609121387,26.8071206287,0.150933242726,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
