,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_ColNum,Grid_SectionNum,Size_Area,Size_IntegratedIntensity
37,38,624.629177147,359.585698886,595,333,657,386,3,1,37,2783.0,1199.76001529
38,39,624.792374637,844.767923746,595,820,656,872,3,4,40,2413.0,959.686404314
39,40,624.936812067,1008.11536894,595,983,657,1033,3,5,41,2453.0,1035.20038118
40,41,626.16784518,520.521771492,596,494,658,547,3,2,38,2687.0,1094.12851569
41,42,623.80273224,1810.69071038,598,1789,650,1833,3,10,46,1830.0,684.084411373
42,43,631.560015004,178.635783946,602,153,663,205,3,0,36,2666.0,1172.76986627
43,44,623.410884354,1972.49455782,602,1953,647,1994,3,11,47,1470.0,528.966995686
44,45,635.648659966,692.09798995,607,668,666,717,3,3,39,2388.0,969.796540784
45,46,648.141063206,1482.395563,620,1458,678,1508,3,8,44,2389.0,930.41457451
46,47,796.613941019,1973.24664879,768,1947,827,2002,4,11,59,2611.0,1019.67129843
47,48,799.196063588,846.686222559,769,821,831,873,4,4,52,2642.0,1091.6957102
48,49,798.136598965,1651.89008363,769,1627,829,1677,4,9,57,2511.0,1030.05891176
49,50,798.681544029,1021.11419381,770,996,829,1046,4,5,53,2487.0,1011.89122549
50,51,778.043478261,369.594202899,773,365,783,375,4,1,49,69.0,23.401952549
51,52,798.930582524,1330.23834951,773,1308,827,1353,4,7,55,2060.0,790.359639608
52,53,800.579522863,524.580019881,775,502,828,548,4,2,50,2012.0,766.783116471
53,54,802.52149792,700.725843736,775,677,831,725,4,3,51,2163.0,844.150832941
54,55,797.76284585,1169.64920949,777,1149,821,1189,4,6,54,1012.0,333.736586275
55,56,809.030063291,1817.73852848,780,1793,841,1843,4,10,58,2528.0,1029.1379098
56,57,936.357536467,1489.83014587,904,1462,970,1519,5,8,68,3085.0,1299.17711882
57,58,936.220770046,1650.58636524,905,1624,968,1677,5,9,69,2831.0,1164.34320431
58,59,935.395186335,1811.36451863,905,1786,966,1838,5,10,70,2576.0,1097.83106235
59,60,935.954443948,1333.47476552,908,1310,965,1358,5,7,67,2239.0,881.290900392
60,61,934.727316371,1964.70955353,908,1941,962,1990,5,11,71,2083.0,780.182861176
61,62,939.813390313,361.901353276,909,335,973,389,5,1,61,2808.0,1184.47150745
62,63,936.112738571,844.905015535,909,820,963,872,5,4,64,2253.0,867.012949804
63,64,938.0116189,1006.45081332,909,981,969,1033,5,5,65,2582.0,1066.46468706
64,65,936.609103079,1167.88264168,909,1144,966,1192,5,6,66,2241.0,876.291903922
65,66,940.396899225,175.895607235,914,154,967,199,5,0,60,1935.0,793.630535294
66,67,938.333333333,538.578947368,934,534,942,544,5,2,62,57.0,18.3320811765
67,68,1118.74133148,1003.54715673,1086,977,1153,1032,6,5,77,2884.0,1253.09552784
68,69,1121.57572993,364.091240876,1087,346,1150,381,6,1,73,1096.0,399.700527059
69,70,1118.63655991,1486.61712846,1088,1461,1151,1514,6,8,80,2779.0,1181.29094039
70,71,1118.69216691,1807.9114202,1088,1782,1152,1835,6,10,82,2732.0,1104.84868902
71,72,1118.7676369,1326.39269857,1092,1305,1149,1349,6,7,79,2027.0,777.334055294
72,73,1119.88317757,1164.37102804,1093,1141,1148,1188,6,6,78,2140.0,853.934224706
73,74,1119.03115727,680.816023739,1097,661,1141,700,6,3,75,1348.0,472.106076078
74,75,1120.27080395,1966.65937941,1098,1949,1143,1986,6,11,83,1418.0,514.273605882
75,76,1132.58163707,1647.19575574,1104,1623,1162,1672,6,9,81,2309.0,896.909158039
76,77,1113.43103448,172.827586207,1109,169,1120,177,6,0,72,58.0,18.8320113725
77,78,1282.28196827,175.037552606,1250,147,1315,204,7,0,84,3089.0,1352.72171725
78,79,1285.80783582,1001.53451493,1252,973,1320,1030,7,5,89,3216.0,1391.97388431
79,80,1279.54226919,840.204671858,1254,819,1308,864,7,4,88,1798.0,712.365069804
80,81,1287.23157539,1807.33299527,1255,1780,1321,1835,7,10,94,2958.0,1220.30843569
81,82,1289.59047315,521.080242967,1256,493,1324,550,7,2,86,3128.0,1352.15063686
82,83,1286.34934971,1483.5982659,1256,1457,1319,1510,7,8,92,2768.0,1172.98790275
83,84,1288.22088496,1165.59256637,1257,1139,1321,1192,7,6,90,2825.0,1201.36341059
84,85,1285.02729145,1322.25180227,1257,1300,1311,1346,7,7,91,1942.0,780.284855294
85,86,1288.37072105,359.045520757,1258,332,1320,386,7,1,85,2746.0,1145.14019176
86,87,1287.1675485,1646.51851852,1258,1622,1317,1670,7,9,93,2268.0,855.454451373
87,88,1289.54841094,682.439393939,1259,657,1322,709,7,3,87,2706.0,1134.13328824
88,89,1291.17715356,1964.27715356,1260,1938,1324,1989,7,11,95,2670.0,1029.05776784
0,1,10.2759856631,192.455197133,3,182,22,202,0,0,0,279.0,78.2516298039
1,2,82.3687943262,272.177304965,75,264,91,281,0,1,1,141.0,39.6416368627
2,3,152.392169874,1939.05109489,128,1921,175,1959,0,11,11,1507.0,538.774052157
3,4,160.743500867,1634.50779896,131,1611,195,1659,0,9,9,2308.0,891.159684706
4,5,163.410765896,1795.5166185,133,1765,196,1825,0,10,10,2768.0,1091.74474039
5,6,168.492462312,663.571318129,139,638,200,691,0,3,3,2587.0,968.518310196
6,7,167.552276138,1474.33116558,141,1453,199,1497,0,8,8,1999.0,751.605012941
7,8,166.174346202,1152.04732254,153,1132,187,1171,0,6,6,803.0,271.885040392
8,9,194.907702749,163.247370207,164,134,227,193,1,0,12,2947.0,1149.50500549
9,10,304.168745896,1961.21569271,272,1932,336,1992,1,11,23,3046.0,1285.12608902
10,11,308.235340729,1635.90293185,279,1611,339,1662,1,9,21,2524.0,1027.35580235
11,12,310.577412117,1473.98691099,280,1448,343,1500,1,8,20,2674.0,1092.90599373
12,13,312.777442475,1312.41606941,283,1286,344,1339,1,7,19,2651.0,1140.97212667
13,14,317.297707101,1151.74889053,288,1125,349,1179,1,6,18,2704.0,1149.00681882
14,15,325.264838598,668.031933356,295,640,357,697,1,3,15,2881.0,1172.51303059
15,16,323.97192138,829.119534697,295,803,354,857,1,4,16,2493.0,1025.39749608
16,17,321.067561314,990.748727441,295,966,349,1015,1,5,17,2161.0,838.281103529
17,18,331.063751317,508.551106428,302,486,360,531,1,2,14,1898.0,696.515370196
18,19,332.591419407,346.583801123,305,320,362,374,1,1,13,2494.0,1010.06507412
19,20,467.465563506,1964.79516995,440,1942,497,1989,2,11,35,2236.0,879.530972941
20,21,470.246494799,1798.74626866,443,1776,499,1822,2,10,34,2211.0,875.341278431
21,22,472.882139619,1638.51813237,446,1614,501,1663,2,9,33,2206.0,894.990200392
22,23,476.388142659,1476.90134321,450,1453,504,1501,2,8,32,2159.0,878.432765098
23,24,478.778381643,1316.76690821,455,1297,504,1338,2,7,31,1656.0,589.319534118
24,25,481.557857143,1154.57214286,460,1135,503,1174,2,6,30,1400.0,486.104859608
25,26,490.146451371,669.746150958,461,643,522,697,2,3,27,2663.0,1079.01026
26,27,487.082781457,831.582781457,463,810,512,854,2,4,28,1812.0,689.604672157
27,28,494.996331621,345.733675715,466,318,525,374,2,1,25,2726.0,1110.35455255
28,29,498.728104115,156.002462188,469,127,531,186,2,0,24,2843.0,1085.1995098
29,30,497.097252747,1006.06978022,473,984,522,1029,2,5,29,1820.0,720.743572941
30,31,618.757105943,1799.90137812,589,1775,649,1826,3,10,46,2322.0,915.069238431
31,32,616.42675737,1962.89614512,589,1939,645,1989,3,11,47,2205.0,870.700178039
32,33,622.526710098,1639.36807818,590,1611,656,1669,3,9,45,3070.0,1258.7926651
33,34,617.532873807,1146.4204666,593,1124,643,1170,3,6,42,1886.0,716.787329804
34,35,624.982807018,1310.0122807,594,1282,657,1339,3,7,43,2850.0,1142.28997137
35,36,634.613183629,995.666787396,604,968,666,1024,3,5,41,2761.0,1167.12162627
36,37,637.741248647,831.988812703,608,804,670,861,3,4,40,2771.0,1079.34174118
37,38,644.03455425,508.429854872,615,480,675,539,3,2,38,2894.0,1133.03956235
38,39,645.835097303,347.689313759,616,319,677,378,3,1,37,2929.0,1198.18305451
39,40,650.154526316,1470.88884211,622,1446,680,1497,3,8,44,2375.0,934.102858824
40,41,650.687763713,680.779746835,623,655,679,707,3,3,39,2370.0,910.335221176
41,42,655.32927242,167.219966159,625,138,687,198,3,0,36,2955.0,1175.04504588
42,43,788.413146853,1966.87832168,750,1937,825,1998,4,11,59,3575.0,1493.9653498
43,44,797.513144059,1643.78794252,767,1616,830,1672,4,9,57,2853.0,1188.19464392
44,45,803.776426174,1321.19169463,776,1295,833,1348,4,7,55,2384.0,937.578320392
45,46,806.204235463,1810.87724336,776,1784,838,1839,4,10,58,2786.0,1155.09158157
46,47,811.250259246,837.026961632,781,809,843,866,4,4,52,2893.0,1148.49448392
47,48,809.085761865,1010.5337219,782,985,837,1037,4,5,53,2402.0,973.261217255
48,49,806.150146628,1160.19706745,783,1138,831,1184,4,6,54,1705.0,583.159543529
49,50,818.100045065,691.335736818,793,666,845,718,4,3,51,2219.0,865.965516471
50,51,818.375234522,515.194183865,794,490,845,541,4,2,50,2132.0,828.186210588
51,52,822.941451991,340.077283372,806,330,839,349,4,1,49,427.0,134.390747451
52,53,814.890909091,168.981818182,812,164,819,175,4,0,48,55.0,16.1975686275
53,54,923.912440945,1960.01385827,886,1935,961,1988,5,11,71,3175.0,1273.29229412
54,55,933.449657869,1806.81036168,901,1779,967,1837,5,10,70,3069.0,1319.28896431
55,56,936.085197671,1645.43119828,903,1616,970,1677,5,9,69,3263.0,1350.74966706
56,57,938.789380531,1483.94159292,905,1453,973,1516,5,8,68,3390.0,1439.6224251
57,58,941.388166177,1326.6684851,914,1301,970,1353,5,7,67,2383.0,958.06709098
58,59,945.028439983,1161.21497281,918,1135,974,1188,5,6,66,2391.0,989.398137647
59,60,948.067284448,1000.49234488,919,977,979,1027,5,5,65,2482.0,1013.13939686
60,61,951.78436255,840.327191235,923,815,980,865,5,4,64,2008.0,772.943369804
61,62,961.776169265,354.990348924,933,326,991,384,5,1,61,2694.0,1087.12334784
62,63,950.278632479,525.227350427,933,510,973,541,5,2,62,585.0,195.705492549
63,64,964.630487805,170.06402439,942,148,989,192,5,0,60,1640.0,621.114184706
64,65,968.767857143,664.857142857,964,662,974,669,5,3,63,56.0,18.6800627451
65,66,1104.54501047,1965.84961619,1069,1943,1141,1994,6,11,83,2866.0,1124.7177902
66,67,1116.03602694,1806.34242424,1085,1778,1149,1836,6,10,82,2970.0,1238.84001333
67,68,1120.48850016,1483.2361516,1088,1454,1154,1513,6,8,80,3087.0,1336.72017176
68,69,1128.44317841,998.274362819,1095,968,1163,1030,6,5,77,3335.0,1438.14388118
69,70,1123.9763289,1321.71968439,1096,1296,1153,1348,6,7,79,2408.0,968.074223529
70,71,1127.08452381,1159.86626984,1099,1133,1156,1188,6,6,78,2520.0,1030.4395949
71,72,1131.1843299,1645.1443299,1103,1619,1161,1672,6,9,81,2425.0,957.41925451
72,73,1133.6075067,675.932975871,1110,652,1159,701,6,3,75,1865.0,709.164321569
73,74,1140.84850863,181.397174254,1120,162,1164,201,6,0,72,1274.0,413.265346667
74,75,1144.99005594,347.513983841,1121,324,1164,379,6,1,73,1609.0,599.95515451
75,76,1268.62613895,1965.3465262,1231,1936,1307,1997,7,11,95,3512.0,1466.9747698
76,77,1283.49762583,1810.30610953,1251,1782,1319,1840,7,10,94,3159.0,1331.80872314
77,78,1284.57177914,1648.62167689,1254,1625,1318,1675,7,9,93,2445.0,958.151323137
78,79,1287.10790885,1484.82004021,1255,1458,1321,1514,7,8,92,2984.0,1290.88376588
79,80,1288.35260931,1320.73671838,1260,1297,1317,1346,7,7,91,2127.0,869.502056078
80,81,1294.93626138,999.229512587,1261,967,1331,1033,7,5,89,3734.0,1615.30456549
81,82,1294.40461347,1165.50685786,1262,1138,1328,1196,7,6,90,3208.0,1388.72368431
82,83,1295.05146406,839.559449867,1269,812,1327,867,7,4,88,2254.0,915.770506667
83,84,1306.63966561,518.806572499,1274,487,1340,552,7,2,86,3469.0,1468.20488235
84,85,1303.38243243,679.646959459,1274,650,1334,710,7,3,87,2960.0,1226.06521686
85,86,1304.14830189,173.649811321,1275,147,1335,204,7,0,84,2650.0,1031.51812118
86,87,1309.20916905,356.796561605,1278,325,1341,389,7,1,85,3141.0,1259.03531725
0,1,215.029471961,692.026197298,189,665,243,720,0,3,3,2443.0,883.448812941
1,2,222.311660562,1669.34554335,189,1640,258,1698,0,9,9,3276.0,1239.08222392
2,3,224.463286229,1017.25547243,191,985,260,1050,0,5,5,3609.0,1423.00173804
3,4,222.499331997,365.413493654,192,337,254,397,0,1,1,2994.0,1140.38134118
4,5,222.646036161,540.757649513,193,513,254,571,0,2,2,2876.0,1096.52529843
5,6,228.462947544,1830.50374688,193,1800,267,1861,0,10,10,3603.0,1403.78528039
6,7,218.879615579,1975.30197269,193,1952,246,1999,0,11,11,1977.0,713.638029804
7,8,226.998624957,1507.90168443,196,1480,260,1535,0,8,8,2909.0,1078.10135882
8,9,228.249744115,856.911634255,199,828,260,886,0,4,4,2931.0,1108.59097922
9,10,226.634170854,1182.20251256,201,1158,254,1205,0,6,6,1990.0,698.503931765
10,11,236.094931146,184.940814533,202,154,270,218,0,0,0,3413.0,1341.78321412
11,12,235.204040404,1346.2952381,202,1315,270,1378,0,7,7,3465.0,1348.02828588
12,13,372.502666667,695.468,342,666,405,726,1,3,15,3000.0,1219.38125647
13,14,370.133012821,1344.83012821,342,1319,400,1372,1,7,19,2496.0,1053.32780941
14,15,370.977708252,1507.56315995,342,1482,401,1535,1,8,20,2557.0,1039.93663647
15,16,372.176048357,1183.00037779,343,1156,403,1211,1,6,18,2647.0,1098.83847333
16,17,373.214532872,857.909265667,344,831,404,886,1,4,16,2601.0,1056.23494784
17,18,373.301630435,1996.38121118,344,1969,403,2024,1,11,23,2576.0,1063.80954941
18,19,371.601175483,1670.72837951,345,1646,401,1698,1,9,21,2382.0,973.656481961
19,20,374.869996328,370.914065369,346,343,406,400,1,1,13,2723.0,1118.27901216
20,21,372.63978251,1019.951971,347,995,401,1045,1,5,17,2207.0,855.543469804
21,22,375.436094675,533.159763314,350,511,401,553,1,2,14,1690.0,636.141817647
22,23,384.485843715,172.978104945,355,145,415,202,1,0,12,2649.0,1050.8232251
23,24,535.827314511,178.020026264,505,148,568,209,2,0,24,3046.0,1239.53997647
24,25,534.605580434,369.070272132,505,340,567,398,2,1,25,2903.0,1210.16058431
25,26,534.135314822,696.365271803,506,670,564,724,2,3,27,2557.0,1069.74990078
26,27,532.655430712,1672.48876404,507,1648,560,1698,2,9,33,2136.0,861.233036471
27,28,533.336333491,1509.86309806,508,1486,560,1535,2,8,32,2111.0,848.015299216
28,29,533.49025641,1833.78102564,509,1812,559,1857,2,10,34,1950.0,768.545941569
29,30,533.692444973,859.076740036,510,838,558,881,2,4,28,1681.0,654.802130588
30,31,534.694683544,1998.11746835,510,1976,561,2022,2,11,35,1975.0,774.096234902
31,32,533.076265615,1347.13083498,511,1326,557,1368,2,7,31,1521.0,568.438200392
32,33,533.286381323,1184.31673152,514,1165,554,1204,2,6,30,1285.0,453.356887451
33,34,544.652610442,1033.03413655,527,1017,564,1051,2,5,29,996.0,384.613334902
34,35,669.455300128,1174.68007663,647,1155,692,1196,3,6,42,1566.0,596.824012941
35,36,679.576211107,1339.67152422,651,1313,709,1367,3,7,43,2539.0,1016.59610353
36,37,683.156844403,370.775491113,652,340,716,402,3,1,37,3207.0,1368.78890235
37,38,682.999274837,1671.74039159,653,1644,714,1700,3,9,45,2758.0,1126.38038235
38,39,682.873407951,859.323427248,654,833,714,887,3,4,40,2591.0,1019.99762196
39,40,684.11249555,532.619081524,655,505,715,562,3,2,38,2809.0,1123.92041765
40,41,683.060311284,1023.26575875,655,997,714,1050,3,5,41,2570.0,1084.37649608
41,42,681.846188955,1833.56366956,655,1810,710,1859,3,10,46,2191.0,884.159613725
42,43,682.015690377,1996.02458159,657,1973,708,2020,3,11,47,1912.0,771.664587451
43,44,689.678297055,189.424135723,659,159,722,221,3,0,36,3124.0,1332.00430235
44,45,693.8625,705.624596774,666,680,724,732,3,3,39,2480.0,987.448293725
45,46,706.459680897,1502.26951272,679,1478,735,1528,3,8,44,2319.0,919.781293333
46,47,855.447476126,1999.68281037,825,1971,887,2029,4,11,59,2932.0,1245.17567529
47,48,855.572166851,1037.23255814,826,1010,887,1065,4,5,53,2709.0,1107.34294196
48,49,855.591554559,862.393124066,827,835,886,890,4,4,52,2676.0,1091.99405961
49,50,855.891774892,1674.63131313,827,1647,887,1704,4,9,57,2772.0,1154.97200902
50,51,855.989943157,1349.58548317,830,1324,885,1375,4,7,55,2287.0,905.674462353
51,52,856.805555556,538.264550265,831,513,885,564,4,2,50,2268.0,897.861366275
52,53,859.547919053,715.445208095,831,688,890,743,4,3,51,2619.0,1045.71242196
53,54,856.153235653,1186.91208791,835,1165,880,1209,4,6,54,1638.0,573.804832941
54,55,855.900166389,177.034109817,837,155,876,199,4,0,48,1202.0,396.122332941
55,56,858.401812689,379.993202417,838,358,882,408,4,1,49,1324.0,434.999302353
56,57,867.329448329,1842.26923077,839,1816,898,1870,4,10,58,2574.0,1092.81685098
57,58,992.542194745,1512.43307573,961,1483,1025,1544,5,8,68,3235.0,1370.54194039
58,59,992.882729894,1674.6014098,961,1645,1025,1705,5,9,69,3121.0,1305.37092314
59,60,992.11150822,1837.20729092,962,1810,1023,1866,5,10,70,2798.0,1213.60877529
60,61,991.722928709,1992.09595376,962,1966,1021,2020,5,11,71,2595.0,1049.89678118
61,62,993.460594059,1024.30019802,965,998,1023,1052,5,5,65,2525.0,1030.10396941
62,63,995.260220405,375.847849271,966,347,1026,405,5,1,61,2813.0,1179.64081608
63,64,979.358131488,537.070934256,966,519,992,555,5,2,62,578.0,203.120251765
64,65,992.028258888,1353.58113036,966,1330,1019,1379,5,7,67,2194.0,892.33854902
65,66,993.228015908,1187.01767565,967,1163,1021,1213,5,6,66,2263.0,940.076033333
66,67,994.233257403,862.259225513,969,836,1023,889,5,4,64,2195.0,853.037231373
67,68,995.93360161,189.051810865,971,166,1022,214,5,0,60,1988.0,814.372491373
68,69,1171.82629108,1022.37424547,1141,994,1205,1052,6,5,77,2982.0,1284.07664275
69,70,1173.50606709,1510.94753747,1143,1483,1204,1540,6,8,80,2802.0,1219.51872627
70,71,1174.49377049,1835.79409836,1144,1806,1207,1866,6,10,82,3050.0,1294.29700824
71,72,1173.10059715,1347.85392742,1146,1323,1201,1373,6,7,79,2177.0,883.661560392
72,73,1175.21108664,1998.27716593,1146,1970,1205,2027,6,11,83,2724.0,1108.92394157
73,74,1171.21800708,698.314618108,1147,675,1197,722,6,3,75,1977.0,791.183910196
74,75,1173.68845316,1184.62396514,1147,1159,1202,1211,6,6,78,2295.0,942.139750196
75,76,1170.28842105,199.61122807,1148,179,1195,220,6,0,72,1425.0,486.515235294
76,77,1171.5141196,384.973421927,1148,369,1197,404,6,1,73,1204.0,472.800919216
77,78,1187.27099391,1672.67464503,1160,1646,1217,1701,6,9,81,2465.0,1003.73407451
78,79,1332.78875528,192.485537862,1301,162,1366,224,7,0,84,3077.0,1298.89882902
79,80,1337.13802159,1022.15319521,1304,991,1371,1054,7,5,89,3427.0,1479.32350157
80,81,1339.12845574,1997.87908405,1305,1965,1374,2030,7,11,95,3581.0,1548.47886627
81,82,1329.73583847,859.537857543,1306,836,1356,882,7,4,88,1783.0,722.195966667
82,83,1336.93377483,1346.04014901,1307,1319,1365,1373,7,7,91,2416.0,1000.68666863
83,84,1338.81075763,1509.45883896,1308,1480,1371,1539,7,8,92,3049.0,1325.42245843
84,85,1340.74020619,1837.2736377,1308,1806,1375,1869,7,10,94,3395.0,1449.66720824
85,86,1339.94110074,1187.53299002,1309,1158,1372,1218,7,6,90,3107.0,1341.02024
86,87,1340.76253213,538.38496144,1310,508,1373,569,7,2,86,3112.0,1337.34511412
87,88,1339.07865169,375.755216693,1311,350,1369,404,7,1,85,2492.0,1009.81617451
88,89,1339.29946743,1675.37976239,1311,1648,1371,1702,7,9,93,2441.0,982.154546275
89,90,1340.2875744,700.638392857,1312,674,1371,729,7,3,87,2688.0,1127.9758298
0,1,151.743415463,677.43797791,125,650,182,705,0,3,3,2354.0,925.768430588
1,2,160.760364004,353.0,129,325,194,383,0,1,1,2967.0,1239.42704471
2,3,159.547911548,526.246753247,130,498,191,556,0,2,2,2849.0,1186.4799302
3,4,163.435391652,1001.60463122,130,970,198,1034,0,5,5,3498.0,1500.99895255
4,5,162.054100472,1652.42851009,134,1627,191,1679,0,9,9,2329.0,935.943932549
5,6,165.39904727,841.314767314,135,814,196,870,0,4,4,2729.0,1122.17896039
6,7,156.819027182,1959.71173104,135,1940,180,1979,0,11,11,1398.0,508.219796863
7,8,174.03820034,172.048387097,139,141,209,204,0,0,0,3534.0,1509.56758627
8,9,165.237487232,1491.7752809,140,1469,193,1515,0,8,8,1958.0,768.04678549
9,10,168.391432171,1815.19151617,140,1790,199,1842,0,10,10,2381.0,980.416115294
10,11,165.845628415,1166.0976776,145,1146,188,1187,0,6,6,1464.0,551.479647843
11,12,175.443496802,1330.27590618,149,1304,205,1357,0,7,7,2345.0,974.66082902
12,13,308.253414264,1329.8129742,279,1304,339,1357,1,7,19,2636.0,1166.5393349
13,14,308.753800519,1492.68186874,279,1466,340,1520,1,8,20,2697.0,1157.61892
14,15,311.103870327,1980.75487926,279,1952,343,2011,1,11,23,3023.0,1325.33146275
15,16,310.189235516,680.295851903,280,653,342,709,1,3,15,2917.0,1254.22443882
16,17,310.25510583,1167.04233197,280,1140,341,1195,1,6,18,2693.0,1181.45243569
17,18,309.762890478,1654.57847196,280,1629,340,1682,1,9,21,2657.0,1137.12293176
18,19,310.781088598,842.922924116,281,817,340,870,1,4,16,2517.0,1077.91831294
19,20,310.70713141,355.066105769,283,329,340,382,1,1,13,2496.0,1090.9609549
20,21,310.719810915,1004.72281908,283,980,340,1031,1,5,17,2327.0,951.479888627
21,22,310.017912773,517.369937695,287,501,338,540,1,2,14,1284.0,501.941291373
22,23,319.551558753,157.958433253,291,132,349,186,1,0,12,2502.0,1054.9005549
23,24,473.234840871,354.10921273,442,325,506,383,2,1,25,2985.0,1303.93456471
24,25,473.369379015,162.597073519,444,134,505,191,2,0,24,2802.0,1189.11669608
25,26,473.792581378,681.482210447,445,654,505,709,2,3,27,2642.0,1146.00610118
26,27,472.234396048,1656.16704086,446,1632,500,1681,2,9,33,2227.0,926.823623922
27,28,472.647835991,1817.53986333,446,1794,501,1842,2,10,34,2195.0,893.152732941
28,29,473.35179301,1494.05674081,447,1470,502,1519,2,8,32,2203.0,919.406267059
29,30,473.384831461,1982.05945693,447,1958,501,2007,2,11,35,2136.0,868.016737647
30,31,472.994805195,844.189090909,448,822,499,867,2,4,28,1925.0,779.949821961
31,32,474.17923959,1331.98129149,450,1310,499,1355,2,7,31,1657.0,626.232752157
32,33,472.416829746,1168.91128506,451,1149,495,1190,2,6,30,1533.0,562.659968235
33,34,610.097028502,1159.08247423,588,1138,634,1181,3,6,42,1649.0,637.629781176
34,35,619.362094951,1324.93142427,590,1298,650,1353,3,7,43,2654.0,1080.56132902
35,36,623.16196944,1655.53718166,592,1627,655,1685,3,9,45,2945.0,1229.03674275
36,37,622.555517711,355.670640327,593,327,654,385,3,1,37,2936.0,1276.67637255
37,38,623.718937126,843.648952096,593,817,655,871,3,4,40,2672.0,1084.94031412
38,39,623.308552869,1007.87405269,593,981,655,1036,3,5,41,2771.0,1197.43310353
39,40,623.652838428,517.568777293,594,490,654,546,3,2,38,2748.0,1123.28027725
40,41,622.737080689,1817.06346328,595,1794,651,1842,3,10,46,2206.0,911.158209412
41,42,628.046147829,173.810715682,600,148,657,201,3,0,36,2557.0,1121.35171882
42,43,622.246356697,1980.63844552,601,1961,644,2002,3,11,47,1441.0,559.574470588
43,44,633.65351418,690.32593506,606,665,663,717,3,3,39,2433.0,984.074421176
44,45,647.382727702,1486.73194903,622,1463,675,1511,3,8,44,2119.0,848.486047451
45,46,795.880385852,1983.97974277,765,1954,828,2014,4,11,59,3110.0,1339.71561765
46,47,796.589546503,846.85895465,768,820,827,874,4,4,52,2602.0,1065.83026039
47,48,796.901315789,1658.33662281,768,1631,828,1686,4,9,57,2736.0,1152.72994314
48,49,797.641897233,1021.83754941,769,995,828,1049,4,5,53,2530.0,1045.47995176
49,50,797.122144112,1334.61467487,770,1310,826,1360,4,7,55,2276.0,903.888793725
50,51,797.419741697,523.172509225,772,499,825,548,4,2,50,2168.0,873.146007451
51,52,800.128987517,700.314840499,775,676,828,726,4,3,51,2163.0,858.709641961
52,53,796.477175898,1171.56177724,775,1150,820,1194,4,6,54,1643.0,570.436907451
53,54,791.802631579,354.962719298,776,343,811,370,4,1,49,456.0,142.513378824
54,55,799.56147541,159.799180328,780,143,816,179,4,0,48,732.0,235.384155686
55,56,807.993904917,1826.4900447,781,1801,837,1853,4,10,58,2461.0,1043.33791608
56,57,934.491547464,1497.15637191,904,1468,967,1527,5,8,68,3076.0,1305.70886706
57,58,934.390625,1658.62638889,904,1631,965,1687,5,9,69,2880.0,1195.81620745
58,59,933.924197162,1821.41075429,905,1794,964,1849,5,10,70,2678.0,1153.25609216
59,60,933.15045719,1976.78512053,905,1951,962,2003,5,11,71,2406.0,980.179277255
60,61,935.566055931,845.883799421,907,822,965,873,5,4,64,2074.0,800.245233725
61,62,936.982304217,361.082831325,908,333,967,389,5,1,61,2656.0,1122.16170078
62,63,935.818965517,1008.19211823,908,982,964,1035,5,5,65,2436.0,993.459989412
63,64,934.315243039,1338.74185937,908,1315,961,1363,5,7,67,2119.0,859.816286275
64,65,935.275862069,1171.4492206,909,1147,963,1196,5,6,66,2117.0,882.691992549
65,66,936.513525906,174.233379184,910,149,964,200,5,0,60,2181.0,921.780993725
66,67,926.699708455,527.094752187,911,511,943,545,5,2,62,686.0,232.192869804
67,68,1114.52839757,1006.99154834,1084,978,1147,1037,6,5,77,2958.0,1262.60204902
68,69,1115.9013618,1495.62826647,1087,1468,1147,1524,6,8,80,2717.0,1162.06616902
69,70,1115.94397759,1820.18207283,1087,1792,1147,1849,6,10,82,2856.0,1180.48666784
70,71,1116.13881349,1982.8891043,1087,1956,1145,2011,6,11,83,2579.0,1030.51064314
71,72,1110.58963872,184.661213361,1090,161,1134,210,6,0,72,1467.0,506.95144549
72,73,1116.34169427,1169.57027922,1090,1146,1144,1195,6,6,78,2113.0,854.414365098
73,74,1115.56694055,1333.19816336,1090,1310,1142,1358,6,7,79,2069.0,815.769507843
74,75,1113.37991266,682.723435226,1094,663,1139,704,6,3,75,1374.0,489.95019098
75,76,1129.19097539,1657.17092069,1103,1632,1157,1683,6,9,81,2194.0,859.817025098
76,77,1131.31081081,359.696911197,1119,345,1145,374,6,1,73,518.0,188.264944314
77,78,1274.26434897,175.908494588,1243,146,1306,207,7,0,84,3049.0,1253.78406784
78,79,1271.8280112,845.821288515,1243,826,1300,867,7,4,88,1785.0,711.617190588
79,80,1279.19976112,1006.86354136,1246,976,1312,1039,7,5,89,3349.0,1379.49018118
80,81,1280.24358974,1983.38827839,1248,1952,1313,2015,7,11,95,3276.0,1366.28562941
81,82,1282.12219695,1821.74650634,1251,1792,1314,1852,7,10,94,3077.0,1249.13194863
82,83,1283.03541076,524.336048159,1252,496,1315,553,7,2,86,2824.0,1153.32753686
83,84,1282.5268595,1172.06818182,1252,1143,1315,1202,7,6,90,2904.0,1201.03933882
84,85,1279.87899073,1329.95726056,1252,1302,1308,1353,7,7,91,1942.0,782.383008627
85,86,1281.1918562,1494.46111519,1253,1466,1312,1523,7,8,92,2726.0,1128.76571725
